"eventID","occurrenceID","measurementType","measurementValue","measurementRemarks"
"SCBI_014.20230710","acdd3286-53c6-4abf-9408-85e181f9db62","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","8441cacf-4cc8-4d64-8836-7cfb772d7ed4","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","0be1710b-1004-4fba-a588-72e29a0c4be0","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","a32b5aa6-b1cc-4f71-ade5-979e9a3ecf8d","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","9603f3b6-edad-4fd3-959f-2603c650ad87","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","a0e5f2e6-b863-4e80-afdd-1307d2290331","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","39e80d73-e8f5-4d5d-b9d2-d483ed118961","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","aaf4c848-711f-430d-b052-0368fdd772d3","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","6908ecf8-14f1-4cdf-a0a0-76b1eb4d00e0","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","ccb38f06-c9b6-4bd9-80e5-e0a8731e63bd","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","924d3efc-0d6b-4e75-b862-3428e149de62","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","17b85f4b-9fd0-47c1-8c34-0b045faab6d7","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","a1a171e9-c978-437d-8aaf-26e62a857dac","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","e8ccb2bb-dbbf-4682-b79a-926cd627b11e","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","59f2e61c-bbb7-462d-a833-a6822a696de2","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","a41a578d-fc70-43f1-92a7-9c66ff306ceb","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","2c94cf8b-5eb0-4f3b-9bc4-eeb6b0d50f27","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","9706c770-adec-415e-8bc4-7ca2c522190d","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","6b17cf1a-27b4-4ac8-bc1f-ec6e7ea5181e","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","44ca6c24-fdac-45cf-b789-24b75736733d","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","0a384c80-dc68-49d6-ab8e-ef9cfd5970f1","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","6ff79607-da1d-495a-a4fa-0fa31869e861","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","cea37737-c62a-4079-aeb7-8120494527e0","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","9e88023d-5265-4e6f-a3c4-96996ea32058","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","82267365-b4da-461c-ae99-ce79c7a303d4","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","bb17f978-676c-428c-8615-62f17021438c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","44fd43d7-0a8c-4c5e-a477-ee57fab64aa7","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","3d5a5e31-f5b8-4011-8765-754802ba7d6d","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","6e241674-fac5-4f49-b0d0-b4a6b21ca478","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","78055468-18a5-4a44-89fa-2bcf880c3f51","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","245c5560-719d-4b80-9330-ec0d07c74d51","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","093f647f-2e5b-4446-8530-f13be49a57e4","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","c5f6844f-3776-42c4-be68-ab4118c994f0","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","f2f7c521-c0ff-48ee-a5d8-c867e56dc117","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","13d22c94-0b07-4eb7-bc38-1482d61e85da","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","cb99ad37-124f-4080-8a31-b7cec1875b6b","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","bf5871ca-e3ae-40b5-a4a8-358cfaa8e64e","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","8a30dbd5-2af6-42f7-a15e-f5efed089e39","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","9d12f18f-6495-40d2-baff-9a6ecb9ca715","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","9e7d0c31-ad72-435c-9a6b-fa549c7c8516","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","5877ff58-8755-4df5-a534-812df893a1d1","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","61cd5664-2961-487e-ad6c-1118a2865389","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","26ee9bc9-b47c-4e31-b36e-0727c46fd3be","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","58189350-4c5a-45ea-8635-7c125347ba06","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","98d1d488-affd-493f-93ac-d81d88a09588","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","28fdb0cd-681f-43cd-9e1d-cbb898b5e2e5","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","6f4ba470-5655-40d8-8b18-3e733779a2c4","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","4461e562-8e2b-4285-a41a-5fe54939b36e","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","1deb5e3a-c444-430a-80cb-5ddced768ea0","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","119617c6-fc4e-47bd-a0f9-88b1d3ea845c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","1f9bbe65-5daa-43c0-b984-a5fd76ce8db2","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","3d7cd8b8-06bf-4c99-b1c9-589f23a30f92","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","18303425-5610-4d13-b5b7-e1e59afc1211","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","b4a77e6f-de94-4a87-849b-fa9092e4b12d","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","e947ed84-2f4e-4b27-9005-f7fe3e5647a7","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","39bd6398-21e4-4651-9ec4-a9de5a83383c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","acca047f-07f5-4c7e-acbb-e7d5088f36a8","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","0ea9324e-cd55-4ab2-adde-afbe1e4155bb","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","58b22023-8f7f-43f8-98e5-013a92ee2cd1","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","8d5a491f-6843-4ce5-9199-df59d52be256","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","102d32ae-4099-4b3f-946f-20090ec7cf9a","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","17c59647-fe96-4869-b810-ad9ec33e0fdd","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","0fdb322f-ebbd-4eae-b84f-3a13f4cdfb56","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","35ebae1e-ed11-49c1-ac51-973ba7bfe7cc","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","2ab8b751-5820-4995-8eef-272aea2adf5c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","e69c564a-4ca1-4c31-8247-ae2155068155","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","4113d257-af9a-42f2-b9cb-d70904776a60","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","1430f869-b403-49c9-80fc-9d1594056df5","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","aa97d419-2635-4452-be92-345a8a5f8fcb","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","ded5f146-811a-4d6e-b6f3-03cacf9c84b2","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","64b26a82-0c72-41b3-b6eb-64b34611eab3","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","8d4a292b-e6a8-4133-bda4-d67cec5f5609","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","e8140b31-f04b-42a1-9ef9-b9b855ec3852","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","87981589-ab9f-45b8-967a-42b0d1d94265","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","a3e19fa4-884e-4a59-b442-e96b0517192c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","1b8d6715-16d8-474c-8935-52608cd933d4","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","88234aee-2863-40f6-b4f7-2e46225bdff6","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","852abc03-8179-4e76-9cce-7a52dfa004ad","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","f0201847-25ca-4a40-b931-bf9344a2511c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","50248b52-cc83-4003-a182-ad9c09994e73","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","d682a16d-47ea-4b22-9164-89e748620b8e","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","bd818826-8021-49e3-8b1d-7d91cd6d1047","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","0dc98b9c-51ee-4b6d-8435-3f8d48c7a7c9","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","989eea54-ba9d-4b50-bd1f-8a06eff33d99","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","32cfdcfc-ea5f-4236-bf01-264a1c4af3d2","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","dc5e3d0a-1531-4947-96ec-cc49017b335e","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","af962426-7cd0-4c06-8d49-bfa151d645d8","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","eb841327-77fc-45c5-8526-72b42892e0ef","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","c25c8755-2312-437a-ac02-b2687a31e2f1","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","02092615-245b-49cb-962d-c6e245250b8b","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","625a0c4b-5385-4f4b-af73-2e5bac494752","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","a6aa7f70-653e-4b58-b67d-058be71b06d3","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","5797c45d-2d3c-4b47-b702-c2cf57824a7c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","9806b158-f802-4fc2-b73b-b1f62946080c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","0140faec-25d6-4bcb-93b2-f4e5da667dd4","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","fbaacb3b-897d-4f23-aa59-778e6b390961","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","3762764a-c33a-4538-ab0a-87602a53a854","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","ee32eac6-15d2-4331-861b-a40b18d75ade","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","20bf67c6-7b89-43fe-864d-19cc41aeaa51","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","7a98889c-b185-4bf6-b9b8-5ae63e999e27","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","57482044-2fa2-48ad-9289-b000a2bdcf78","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","230be21f-d96b-4670-a82b-a9ea2ab3af06","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","7e4d9a93-18c2-43b6-9e50-17e2f05f388a","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","9ced5893-ecb0-4466-9684-8660a65b879f","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","75ae2ed4-2f0a-4c54-8299-33d2cc1fb7a9","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","0eadb25e-fff1-4c4a-9cdd-f95980407557","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","43bc2bfa-387c-4f4f-9507-8f9f06ffd3cf","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","2c4216cd-02b9-485f-9b7e-f3ea17410af3","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","079170d8-79d5-44dc-968d-aed1d1bb6115","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","1bceacc2-4103-497a-8dda-15db360c5e86","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","d050cff3-aa92-47aa-9cb6-d6de97b53995","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","5260c8a5-f61c-4097-ba5c-87b651d03ce2","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","c8c9a5a5-1182-4a41-a84d-c3200e08a249","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","5a3a8c51-d248-41f8-a257-bd0b85a63330","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","37355c7a-7b7f-48a6-bb31-63ec8a4ae7e0","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","eb9d2faa-dcad-4f55-a0be-aa3efc6f290e","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","1f9e55ca-5541-4094-a69b-3d17a16fcbdc","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","14cd2ff9-4e55-495b-a18a-dff9117f7f05","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","69658191-3b40-438a-b03b-d6e721a5d4b2","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","5b5394c2-7c43-419e-b2c4-77e2f467577d","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","1c3a244d-3874-4dfe-976a-6c4cdc19d07c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","3ed16e0c-0148-4ed8-aff1-b69f2b5838cd","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","ec4e8071-2999-4e07-8747-ad76c5532ee9","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","1461bb5c-87e9-4703-8f88-acd09f96977e","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","981c669b-eee2-4996-bc7a-94aed38ca9e4","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","5233b510-3460-4e35-814f-e8f764457a36","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","a4b4b76f-a20c-4e36-bdb5-e5e6d20ca27e","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","ec63b99d-d982-468b-8f0a-4db2f3d39347","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","72f5b068-05a9-4b4f-9ff9-67442a5a8b6c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","e6aa8494-d1f4-4c87-8e9b-3ab82518038c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","f18c0e29-1eec-4490-8c18-087f242058c5","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","2c3e63aa-fb38-424f-9036-feeb53acbe21","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","a91cfd8b-61c3-4f10-aae8-467678696bae","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","80a914e5-eeea-4923-92f1-12cceefc947a","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","32c4261c-d63e-4d12-90f0-abe41bbe7c96","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","1ccd24b8-d6fe-4730-9335-9fbba04dec3c","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","ef8f0755-e216-4fe1-92ef-359d675f48b9","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","5d6ae2d9-85cf-4222-8923-abf9d6bd59c7","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","ca6f3852-9e3b-4e2a-97e4-f6f6b067a046","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","bc28772c-1fe0-470c-b04c-2c72cdc77b94","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","7612c535-c9e5-4d09-8cc8-a7f0be8cebf4","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","c6691075-fda7-4be7-9aaa-3ff61d14fa3f","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","3d6dcd91-9f86-44cb-9af5-bb9a82be89a6","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","bf215958-1963-4044-a167-524d24cc9cc1","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","eda2392e-877d-4283-91e8-107338b7f1fa","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","c664250e-0e83-47a2-94d2-cda93300b722","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","ba240249-f9a3-4e38-8eb1-8f94c9bbfad5","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","aa3303d0-8f3b-4d03-a0ce-c40f0e53c024","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","2b682d6f-1427-4afc-9e6f-4831e37cc813","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","105bd074-3a48-4ee9-9839-94264de5a73b","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","aa804f88-7577-48c8-9e02-9eb9a0218590","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","43160b43-ff35-4d2f-bcee-923e8faea3d1","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","6ab49247-bb3b-4855-a480-9b978cc2dd27","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","c56363a5-f72e-4169-a1c9-662810cf9f5a","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230802","b0f0f0eb-41e1-4343-82e3-758119c5c183","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","1bf5994d-56ad-435f-9f30-0484549a7a00","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","4be7d441-c87e-4620-bcc2-e0a41abae9cb","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","7874600d-21a6-4661-85bf-d2a5b50fd1a7","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","b86d3097-e4a1-40dd-91ce-abd17b621ee3","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","952f4142-adff-459d-b3d4-e77de65c1249","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","f23b5304-1067-4e7d-800e-2d185c0c25b2","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","6aa3a56e-7cdb-4491-b4e6-e8b843e25f9f","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","3a6af331-a7d8-4af6-bc75-8ef17e6f0c26","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","03784c25-4a53-4b47-a09c-3728779525b7","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","16c2dfec-e401-4a92-90d8-547a3c011536","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","fe5a56bf-5285-4577-86f3-825ff1576b9c","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","f28dc5ea-9131-4c47-9169-f54bb4351bf1","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230802","724f7426-25cf-4f45-8cd5-1969bbfcf319","Identifier for DNA sample","SCBI_014.20230802.HAELON.N.T.001.DNA",NA
"SCBI_014.20230821","3c2d3130-4e88-46bc-b933-6f7a85ce7cbe","Identifier for DNA sample","SCBI_014.20230821.HAELON.N.T.002.DNA",NA
"SCBI_014.20230821","6595bbf0-098d-4d23-9615-9785888d0016","Identifier for DNA sample","SCBI_014.20230821.HAELON.N.T.001.DNA",NA
"SCBI_014.20230821","71999174-095f-4ac5-b4d9-3601b8828afe","Identifier for DNA sample","SCBI_014.20230821.HAELON.N.T.002.DNA",NA
